Activity Status,Program Number,Agency Number,Community Area,Program Type,Program Name,Hours,Contact,Description,Shipping Address,Shipping City,Shipping Zip,Service Areas,Aldermanic Ward,Cook County Commissioner Code,State Rep District,State Senator District,US Congressional District Code,FY13 - Lbs Dist,FY14 - Lbs Dist,FY15 - Lbs Dist,FY16 Lbs Dist,_,FY13 - Inds Serv,FY14 - Inds Serv,FY15 - Inds Serv,FY16  - Inds Serv,_,FY13 - Meals Served (meal programs),FY14 - Meals Served (meal programs),FY15 - Meals Served (meal programs),FY16 Meals Served (meal programs),,
INACTIVEFB,MP00142,A01217,South Holland,GCFD-PM,Covenant United C.O.C.,9/30/2015 and 10/30/2015 ; 10:00AM-12:00PM,Marva Brown,2015 CEDA Produce Mobile,1130 E. 154th St,South Holland,60473,Suburban Cook County,,6,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,MP00144,A01217,South Deering,GCFD-MP,St. Kevin Parish,Every 3rd Wednesday: 9:30 am - 11:30 am,Carmen Tonkovich,MOBILE PANTRY,10509 S Torrence Ave,Chicago,60617,Cook County,10,4,33,17,2,0,0,0,"145,444",,0,0,"1,498","10,022",,0,0,0,0,,
INACTIVEAG,NK00002,A01174,South Deering,N4K,Burnham/Anthony School,Most Thurdays and Fridays,Glenn Cosey,,1903 E 96th St,Chicago,60617,Burnham/Anthony School students,7,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,NK00014,A01186,South Chicago,N4K,New Sullivan School,"Some Thursdays, most Fridays",Sarah Dobrowolski,,8331 S. Mackinaw Ave.,Chicago,60617,New Sullivan School students,10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00024,A70006,Chicago Heights,N4K,Lincoln School-NFK,,James Kendall,,1520 Center Avenue,Chicago Heights,60411,Chicago Heights,,5,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,NK00036,A01334,Chicago Heights,N4K,Lincoln School,,Jim Kendall,Nouirish for Knowledge Site,1520 Center Avenue,Chicago Heights,60411,n/a Closed Program,,5,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00044,A70003,Chicago Heights,N4K,Lincoln School,,James Kendall,,1520 Center Ave,Chicago Heights,60411,Chicago Heights,,5,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00047,A70003,South Chicago,N4K,New Sullivan Elementary,Thursday,Kevin McGowan,Nourish for Knowledge,8331 S Mackinaw Ave,Chicago,60617,South Chicago,10,4,25,13,2,"22,479","19,738",0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00070,A70003,South Deering,N4K,Burnham Anthony Elementary,Thursday,Glen Cosey,After school program,1903 E 96th St,Chicago,60617,South Deering,7,4,33,17,2,"11,685",0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00076,A70003,Ford Heights,N4K,Ford Heights Youth Committee,Monday thru Friday: 2:30pm-5:30pm,Carla Wortham,After school program,1401 E 13th Pl,Ford Heights,60411,,,5,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00081,A70003,East Side,N4K,Gallistel Elementary,Thursday,Marianne Solorio,Nourish for Knowledge,10347 S Ewing Ave,Chicago,60617,South East Side,10,4,25,13,2,"33,487","23,271",0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00083,A70003,South Deering,N4K,Lawrence Elementary,Monday thru Thursday 3:15pm-5:15pm,Rosalba Lopez-Casanova,,9928 S Crandon Ave,Chicago,60617,South Deering After school program,7,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00085,A70003,East Side,N4K,Gallistel Academy (BRANCH),,Kimberly Nelson,,10200 S Avenue J,Chicago,60617,South East Side,10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00086,A70003,East Side,N4K,Gallistel Academy (HS),,Betsy Ruiz,,10155 S Ewing Ave,Chicago,60617,South East Side,10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,NK00089,A70003,Pullman,N4K,Pullman Elementary,Thursdays,Kelsey Pierce,Nourish for Knowledge,11311 South Forrestville,Chicago,60628,Pullman,9,4,34,17,2,"10,136","4,907",0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00030,A00030,Riverdale - Chicago,ONSITE,Golden Gate Day Care Center,,Jean Simpson,,432 E 134th St,Chicago,60827,,9,5,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00050,A00050,Chicago Heights,ONSITE,Respond Now,"Monday, Wednesday, Friday: 10:00 am - 5:00 pm",Carl Wolf,General Public Pantry Food.,1439 Emerald Ave,Chicago Heights,60411,"Chicago Heights, Ford Heights, Richton Park, Glenwood, Steger, Flossmoor, and Homewood",,5,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00052,A00052,Roseland,ONSITE,Roseland Christian Ministries,"Tuesday, Wednesday and Thursday: 10:00 am -  2:00 pm",Laura TenClay,General Public Food Pantry.,10858 S Michigan Ave,Chicago,60628,Cook County,9,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00054,A00054,Roseland,ONSITE,Catholic Charities: Roseland,"Tuesday, Wednesday and Thursday: 3:00 pm - 6:00 pm",Ludella Gilmore,"Teen parents and their children, closed program",11255 S Michigan Ave,Chicago,60628,Closed Program,9,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00066,A00066,South Chicago,ONSITE,Family Rescue,"24HRS/ B-7:00 am, L- 11:30 am, D- 5:00 pm",Velma Ramos,DOMESTIC VIOLENCE SHELTER (Shelter for woman),3234 E 91st St,Chicago,60617,Cook Couny,10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00067,A00067,South Shore,ONSITE,South Shore Community Church,,Patricia Martin,,7401 S Yates Blvd,Chicago,60649,,7,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00085,A00085,South Chicago,ONSITE,SE Emergency FP Ada Mckinley,Tuesday and Wednesday: 10:00 am - 12:00 pm,Intake Coordinator,"Public Emergency Pantry, ID requied, Only come every 6 months",2938 E 91st St,Chicago,60617,Zip Code: 60617,10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00096,A00096,Riverdale - Chicago,ONSITE,St. Mary's Parish Center,,Diane Budlove,,310 E 137th St,Chicago,60827,,9,5,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00110,A00110,East Side,ONSITE,St. Francis De Sales: SVDP,Wednesday: 4:00 pm - 5:00 pm,Patricia Lentz,General Public Food Pantry.,10150 S Avenue J,Chicago,60617,"N:100th - S:118th, E:Lake Michigan-W:Greenbay Ave",10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00114,A00114,Roseland,ONSITE,Beacon of Joy,,Margee Taylor,,101 W 108th St,Chicago,60628,,34,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00123,A00123,South Deering,ONSITE,Our Lady Gate of Heaven Church,4th Saturday: 7:00 am - 10:00 am,Kenneth Wells,General Public Food Pantry. Pick up once a month.,2338 E 99th St,Chicago,60617,"N:85th Street - S:103rd Street, W:Stoney - E:Turrenco",10,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00125,A00125,Harvey,ONSITE,Ascension-St. Susanna PY,Monday and Friday: 10:00 am - 12:00 pm,Evanne Carvlin,General Public Food Pantry.,15234 Myrtle Ave,Harvey,60426,"Harvey, Phoenix, Dixmore, Markum- East of I57, South Holland- West of State",,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00131,A00131,South Shore,ONSITE,Bryn Mawr Community Church,Saturday: 11:00 am - 1:00 pm,Ruth Long,General Food Public Pantry and  Soup Kitchen.,7000 S Jeffery Blvd,Chicago,60649,N:67th - S:75th St. - E:Lake Shore - W:Stony Island,5,3,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00147,A00147,,PANTRY,Church of Christ South Holland,2/4 MON 9AM-12:15PM,Peter Bumpass,General Public Pantry,15925 State Street,South Holland,60473,,,6,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00174,A00174,Calumet City,ONSITE,Calumet City Resources,Tuesday and Thursday: 9:30 am - 11:30 am,Alban Hermes,General Public Food Pantry. Clients can visit once a month. ID Required.,202 155th Pl,Calumet City,60409,Calumet City,,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00181,A00181,Richton Park,ONSITE,Rich Township Pantry,Monday thru Friday: 1:30 pm - 3:30 pm,Vicki Sline,Emergency Hours: Mon-Fri 10-11am; 1xMonth; Goal=7 Days.,22013 Governors Hwy,Richton Park,60471,Rich Township & all of Park Forest.  183rd (N) to Western/Harwood (S)  & Steger Road (E) to Harlem Ave (W)      60443 60471 60477  60466  60461  60478,,6,38,19,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00207,A00209,,ONSITE,CMHC Resdiential Facility,,RAMONA HILL,,7701 S. Phillips,Chicago,60649,,7,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00208,A00210,Steger,ONSITE,Community Outreach Program,"2nd & 4th Tues. and 1st & 3rd Wed. 2:00-4:00 pm, 1st & 3rd Sat 9:00-11:00 am",Kay Cantway,General Public Food Pantry.,71 W 35th St,Steger,60475,"Zip Codes: 60417, 60475, Steger, Beecher, South Chicago Heights (26th to Beecher, I-39 to Western Ave)",, ,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00235,A00239,Harvey,ONSITE,Restoration Ministries,"Daily: B:6:30 - 7:00 am, L:12:00 - 12:30 pm, D:5:30 - 6:00 pm",Jeanette Goodman,Men's Shelter,253 E 159th St,Harvey,60426,Closed Program,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00239,A00243,South Shore,ONSITE,Excellent Way,"Daily: B: 7:00 am - 8:30 am, L: 12:00 pm - 1:30 pm, D: 4:30 pm - 6:30 pm",Janet McKinney,Shelter for Women/Children 30 Max 3 meals & 1 snack. Pick up once a month.,2510 E 79th St,Chicago,60649,Closed Program,7,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00244,A00248,South Holland,ONSITE,Hattie B. Williams Food Pantry,"Monday: 9:15 am - 12:15 pm, 2nd, 4th Friday: 9:15 am - 12:15 pm",Evelyn Harris,General Public Food Pantry.,1102 E 154th St,South Holland,60473,South Suburbs,,6,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00250,A00254,Ford Heights,ONSITE,Ford Heights Community Service,,Angelia Smith,,943 E Lincoln Hwy,Ford Heights,60411,,,5,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00256,A00260,South Shore,ONSITE,Windsor Park Lutheran Church,Saturday: 10:00 am - 12:00 pm,Nicole Wilson,General Public Food Pantry.,2619 E 76th St,Chicago,60649,"N:71st  - S:79th, W:Jeffery-E:Lake Front",7,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00258,A00262,South Chicago,ONSITE,Trinity Resurrection United,Wednesday: 8:30 am - 10:30 am,Shirley Davis,General Public Food Pantry.,9046 S Mackinaw Ave,Chicago,60617,Cook County,10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00260,A00264,Harvey,ONSITE,South Suburban YMCA Senior Ctr,"4th Wednesday, every other month (odd numbered months) 1:30 pm-3:30 pm",Vicki Weiss,Senior Pantry Site,178 E 155th St,Harvey,60426,Closed Program,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00261,A00265,Harvey,ONSITE,St. Clement's Open Pantry,2nd and 4th Tuesday: 5:00 pm - 5:30 pm,Mary Reich,General Public Food Pantry. Site provides clothing & other supplies to clients. Agency also provides good bags of food.,15245 Loomis Ave,Harvey,60426,Cook County,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00270,A00274,Roseland,ONSITE,Community Learning Center Inc.,,Wanda Avery,,10612 S Wentworth Ave,Chicago,60628,,34,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00276,A00280,,ONSITE,L.B.D. Enterprise Inc.,Tuesday - Friday 11:00 am - 3:00 pm,Loquator Baker Dinkins,General Public Food Pantry,16710 Richmond Ave  #4,Hazel Crest,60429,No Boundaries,,5,38,19,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00289,A00293,Chicago Heights,ONSITE,Christ Ecumenical Center,9:30A-12:00P,Peggy McCullor,,1620 Center Ave,Chicago Heights,60411,,,5,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00306,A00310,Lansing,ONSITE,Lansing Community Pantry,Tuesday: 11:00 am - 1:00 pm,Bob Neuman,General Public Food Pantry.,2990 Ridge Rd,Lansing,60438,Lansing Area,,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00309,A00313,East Hazel Crest,ONSITE,"South Suburban Council, The","Daily: B: 7:00 am, L: 11:00 am, D: 4:30 pm",Tracey Elkins,24 Hour Substance Abuse Center Residence for Men and Women.,17400 Dixie Hwy,East Hazel Crest,60429,Closed Program,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00316,A00320,,ONSITE,CHICAGO YOUTH & COMMUNITY SERV,"saturdays, 1pm to 3pm",CARMEN KNIGHTEN,Pantry-rotating sites-call agency for distribution sites and schedule,8715 SO KINGSTON,CHGO,60617,,7,4,26,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00323,A00327,Hegewisch,ONSITE,St. Florian: SVDP Food Pantry,,Joan Gibbons,,13145 S Houston Ave,Chicago,60633,,10,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00340,A00344,Roseland,ONSITE,True Vine of Holiness Church,Thursday: 10:00 am - 12:00 pm,Gracie McKenzie,General Public Food Pantry.,400 E 111th St,Chicago,60628,Zip Code: 60628,9,5,34,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00347,A00351,South Chicago,ONSITE,Centro Comunitario Juan Diego,Friday: 3:00 pm - 5:00 pm,Rosa Camacho,General Public Food Pantry.,8812 S Commercial Ave,Chicago,60617, Zip Code: 60617 - South Chicago,10,4,26,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00349,A00353,,ONSITE,Aunt Martha's Youth Services,,Bryan Labranche,,15 W 137th Pl,Riverdale,60827,,,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00353,A00357,Markham,ONSITE,Hope Community Services,"Monday,Wednesday, Friday:10:00 - 12:00 pm,1:00 pm - 3:00 pm (closed 2nd Friday)",Anne Brady,General Public Food Pantry,16224 Kedzie Ave,Markham,60428,"Zip Codes: 60426, 60428 and 60429",,5,38,19,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00365,A00369,Burnham,ONSITE,Child Life Day Care,,Katrina Miller,,14421 S Torrence Ave,Burnham,60633,,,4,34,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00367,A00371,South Chicago,ONSITE,ABJ Community Services Inc.,,Anne Brown,,1818 E 71st St,Chicago,60615,,5,3,26,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00379,A00383,South Shore,ONSITE,St. Philip Neri Lady of Peace,Tuesday: 10:00 am - 12:00 pm,Gail Wright,General Public Food Pantry.,2132 E 72nd St,Chicago,60649,"67th -83rd, Stoney - Lake front, 60649, 60617, South Shore",5,3,26,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00391,A00396,South Deering,ONSITE,St. Kevin Food Pantry,Thursday: 9:00 am - 11:00 am. Emergency as Requested.,Dorothy Spencer,General Public Food Pantry.,10509 S Torrence Ave,Chicago,60617,"103rd to 112th, Yates to Muskegon",10,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00414,A00420,Harvey,ONSITE,Wesley Memorial,"2nd Wednesday: 11:00 am - 2:00 pm, 4th Wednesday: 2:00 pm - 4:00 pm",Ed Farmer,General Public Food Pantry.,PO Box 1578,Harvey,60426,"Harvey, Markham, Midlothian, Phoenix, Robbins, Dixmor",,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00419,A00425,Chicago Heights,ONSITE,Chicago Miracle Temple, Friday: 2:00 pm  - 4:00 pm/ 3rd Sunday: 3:00-5:00 pm (Emergency Hours),Angela Williams,General Public Food Pantry.,34 E 16th St,Chicago Heights,60411,Cook County,,5,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00426,A00432,Riverdale - Suburb,ONSITE,Queen of Apostles,Tuesday: 10:00 am - 12:00 pm,,General Public Food Pantry,207 W 145th St,Riverdale,60527,"N: 140th St. - S:Sibley Blvd. (147th St.), E:Indiana Avenue - W: Halsted",,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00433,A00439,South Shore,ONSITE,South Shore Baptist Church,Saturday: 10:00 am - 12:00 pm Emergency: Upon Request,Viarnette Harrell,General Public Food Pantry.,7877 S Coles Ave,Chicago,60649,Zip Codes: 60617 and 60649,7,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00451,A00457,Harvey,ONSITE,New Shining Light COGIC,,Latawnya Brown,,15400 Lincoln Ave,Harvey,60426,,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00457,A00463,Hazel Crest,ONSITE,Hazel Crest Community Ch UMC,,Wardell Boyd,,17050 California Ave,Hazel Crest,60429,,,5,38,19,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00519,A00528,Roseland,ONSITE,Greater Tab. MBC: Roseland,Friday: 1:00 pm - 3:00 pm,CharlieMae Franklin,General Public Food Pantry.,11240 S Indiana Ave,Chicago,60628,Zip Code: 60628,9,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00520,A00529,Burnham,ONSITE,Grace Church,Monday: 4:30 pm - 6:30 pm,Cynthia Singleton,General Public Food Pantry,13957 S Marquette Ave,Burnham,60633,No Boundaries,,4,34,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00535,A00544,Harvey,ONSITE,New Mount Olive Christian Help,Tuesday: 4:00 pm - 6:00 pm,John Griffis,General Public Food Pantry,15643 Wood St,Harvey,60426,Cook County,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00541,A00550,Harvey,ONSITE,Thornton Twp Pantry,,Mark Meyers,,333 E 162nd St,South Holland,60473,,,6,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00547,A00556,Roseland,ONSITE,Faith United Family Enrichment,Tuesday: 12:00 pm - 2:00 pm,Annie Ballard,General Public Food Pantry.,120 E 115th St,Chicago,60628,Cook County,9,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00553,A00563,West Pullman,ONSITE,Bethel Community Center,Wednesday: 6:00 pm - 8:00 pm,Willie Page,General Public Food Pantry.,16 E 117th St,Chicago,60628,Cook County,9,5,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00561,A00571,Riverdale - Suburb,ONSITE,Lupee's Day Community Services,Monday Thru Friday: B:7:30 am-9:00am; L:10:45am-12:00pm; S:2:30pm-2:45pm,Irene Fisher,Day Care,14209 S Halsted St,Riverdale,60827,Day Care,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00571,A00581,Harvey,ONSITE,Restoration Ministries KC,,Helene Kaiser,,253 E 159th St,Harvey,60426,,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00580,A00590,South Holland,ONSITE,Catholic Char: South Holland,"Tuesday, Wednesday, Thursday: 9:00 am - 1:00 pm",Alzenia Melton,General Public Food Pantry.,16100 Seton Dr,South Holland,60473,Cook County,,6,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00616,A00637,South Shore,ONSITE,Kenyatta's Day Care,,Brenda Owens,,2334 E 75th St,Chicago,60649,,7,4,26,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00619,A00643,Harvey,ONSITE,Millennium Ministries Pantry,Saturday: 9:30 am - 11:30 am,Carolyn Burgess,General Public Food Pantry,15300 Marshfield Ave,Harvey,60426,"Harvey, Dixmoor, Phoenix",,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00628,A00657,,ONSITE,Reformation Evangelical Church,"Saturdays, 10am to 12pm",Rita Hodges,General Public Pantry,11310 South Forest,Chicago,60628,,9,5,34,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00636,A00665,Roseland,ONSITE,Academy of Early Education,,Howard Robinson,,124 E 113th St,Chicago,60628,,9,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00646,A00676,Roseland,ONSITE,Evangelism Outreach Ministries,Tuesday: 12:00 pm -  2:00 pm,Ethel LaBranche,General Public Food Pantry.,214 E 115th St,Chicago,60628,"N: 95th st - S: 132nd st, W: Cottage Grove - E: Halsted",9,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00656,A00687,South Chicago,ONSITE,South Chicago Neighborhood,Emergency 7:00 to 9:00 pm  Mon. - Sun.,Miguel Alvarado,,8458 S Mackinaw Ave,Chicago,60617,Emergency Congregate,10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00673,A00799,,ONSITE,SRH FOUNDATION,,DENITA LUCKEY,,13741 SOUTH LEYDEN,CHICAGO,60627,,9,5,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00681,A00807,,ONSITE,"RISING STAR YOUTH HOMES, INC.",,RUTH GORENS,,15144 SOUTH WESTERN,HARVEY,60426,,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00688,A00814,,ONSITE,CHURCH OF GOD PRAYER TOWER,,ADELL CHANDLER,,6935 SOUTH STONEY ISLAND,CHICAGO,60649,,5,3,26,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00692,A00818,,ONSITE,SOUTH DEERING U.M. CHURCH,,MARION WARREN,,10536 SOUTH BENSLEY,CHICAGO,60617,,7,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00694,A00820,,ONSITE,BETTER LIVING CENTER,,MARGARET RAULS,,9843 VON BLISSINGEN,CHICAGO,60617,,7,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00700,A00826,,ONSITE,TRUE HOLINESS CHURCH,,CAROL JONES,,15300 SOUTH LOOMIS,HARVEY,60426,,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00706,A00832,South Chicago,ONSITE,Christ Apostolic Church of IL,Saturday: 10:00 am - 12:00 pm,Margaret Omodara,General Public Food Pantry.,8157 S  Exchange Ave,Chicago,60617,Cook County,7,4,26,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00707,A00833,,ONSITE,LEARNING AND DEVELOPMENT CTR.,,DANA DANIELS,,P.O. BOX 575,PARK FOREST,60466,,,6,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00723,A00857,West Garfield Park,ONSITE,New Morning Star,Thursday: 4:00 pm - 6:00 pm,Loretta Patterson,General Public Food Pantry,14213 S Halsted St,Riverdale,60827,Zip Code: 60624,,5,30,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00730,A00867,,ONSITE,The Israel of God Commty Ctr,,Yvetta Massey,,2525 East 75th Street,Chicago,60647,,7,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00733,A00870,,PANTRY,House of Inspiration COGIC,9:30A-11:30A/WED.,Pauline Fluker,GENERAL PUBLIC PANTRY,32 East 113th Place,Chicago,60628,,9,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00741,A00884,,ONSITE,Greater Love Christian Center,12P-2P,Brenda Dixon,Serves general public,83 East 15th Street,Chicago Heights,60411,,,5,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00744,A00888,,PANTRY,Jesus in Action Learning Ctr,12P-2P,Pastor Emmer Sanders,,13617 South Indiana,Chicago,60827,,9,5,29,15,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00751,A00856,South Deering,ONSITE,Praise Tabernacle Baptist Ch,Saturdays from 1:00 p.m. to 3:00 p.m.,Jeannie Johnson,,9511 S Commercial Ave,Chicago,60617,Zip code 60617,10,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00757,A00908,,ONSITE,Living Word Outreach FG Church,Thursday 4:00-6:00 p.m.,Sunandha Taylor,General public food pantry,400 W Lincoln Hwy,Chicago Heights,60411,"Chicago Heights, Park Forest, Ford Heights",,5,80,40,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00791,A00949,Roseland,ONSITE,A Little Bit of Heaven Shelter,"Daily: B: 8:00 am, L: 12:00 pm, D: 8pm",Sheila Braxton,Emergency shelter program for the homeless.,11321 S Wentworth Ave,Chicago,60628,Closed Prgram,34,5,28,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00793,A00951,,ONSITE,Delores' Place,Tues 10A-12P,Osman Mahmoud,General public pantry- primarily serves zip code 60649.,2146 East 75th Place,Chicago,60649,,7,4,26,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00795,A00953,,ONSITE,God's Word Christian Center,Wednesday 10A-12P,Reverend Archie Graham,Pantry open to general public,675 Wentworth Avenue,Calumet City,60409,,,4,33,17,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00797,A00947,,ONSITE,We Care Dental,,Carolyn Caffie,,2638 East 75th Street,Chicago,60649,,7,4,25,13,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,
